Count,Time,ResponseCode,Duration,Mem,Cpu
0,1428551420919,200,1851,17609728,5
1,1428551423792,200,1224,17572864,0
2,1428551426026,200,1272,17679360,2
3,1428551428316,200,1250,17810432,5
4,1428551430577,200,1201,17679360,1
5,1428551432790,200,1190,17781760,1
6,1428551434987,200,1193,18154496,2
7,1428551437211,200,1191,17687552,2
8,1428551439419,200,1233,17777664,0
9,1428551441666,200,1182,17884160,8
10,1428551443860,200,1204,17844224,1
11,1428551446076,200,1260,17946624,2
12,1428551448352,200,1251,18065408,2
13,1428551450614,200,1205,17790976,1
14,1428551452832,200,1184,17889280,1
15,1428551455028,200,1226,18003968,2
16,1428551457270,200,1228,17778688,1
17,1428551459518,200,1236,17876992,1
18,1428551461765,200,1219,17995776,1
19,1428551463997,200,1198,17790976,0
20,1428551466207,200,1333,17885184,1
21,1428551468552,200,1214,18003968,1
22,1428551470777,200,1239,17790976,0
23,1428551473027,200,1241,17893376,1
24,1428551475289,200,1199,17901568,2
25,1428551477504,200,1184,18036736,1
26,1428551479703,200,1174,18167808,0
27,1428551481883,200,1178,17885184,2
28,1428551484071,200,1210,17987584,1
29,1428551486295,200,1186,18085888,2
30,1428551488498,200,1258,17852416,1
31,1428551490768,200,1183,17946624,2
32,1428551492962,200,1180,18053120,2
33,1428551495153,200,1216,17852416,2
34,1428551497384,200,1209,17942528,1
35,1428551499603,200,1174,18061312,2
36,1428551501789,200,1194,17856512,9
37,1428551503990,200,1239,17786880,2
38,1428551506240,200,1195,17881088,0
39,1428551508447,200,1193,17987584,2
40,1428551510651,200,1205,17860608,1
41,1428551512867,200,1288,17967104,2
42,1428551515166,200,1185,18077696,2
43,1428551517362,200,1244,17876992,1
44,1428551519616,200,1181,17975296,1
45,1428551521809,200,1227,18081792,1
46,1428551524047,200,1192,17868800,2
47,1428551526250,200,1249,17971200,2
48,1428551528516,200,1189,18085888,0
49,1428551530714,200,1174,17885184,2
50,1428551532899,200,1238,17979392,1
51,1428551535155,200,1270,17938432,1
52,1428551537436,200,1187,18036736,0
53,1428551539639,200,1244,17836032,1
54,1428551541894,200,1179,17926144,0
55,1428551544084,200,1201,18024448,0
56,1428551546296,200,1231,17831936,2
57,1428551548543,200,1186,17922048,2
58,1428551550741,200,1183,18024448,0
59,1428551552935,200,1206,17819648,2
60,1428551555159,200,1179,17909760,2
61,1428551557350,200,1181,18016256,1
62,1428551559548,200,1204,17827840,2
63,1428551561762,200,1180,17913856,6
64,1428551563964,200,1205,17864704,2
65,1428551566184,200,1199,17946624,1
