#,Total Threads,Physical Memory Wired,Physical Memory Active,Physical Memory Inactive,Physical Memory Used,Physical Memory Free,VM Size,Page Ins,Page Outs,Swap Used,Net Packets In,Net Bytes In,Net Packets Out,Net Bytes Out,Net Packets In Per Second,Net Packets Out Per Second,Net Bytes In Per Second,Net Bytes Out Per Second,Disk Read Ops,Disk Bytes Read,Disk Write Ops,Disk Bytes Written,Disk Read Ops Per Second,Disk Write Ops Per Second,Disk Bytes Read Per Second,Disk Bytes Written Per Second,% Total Load,% User Load,% System Load,% Nice Load
0,344,101715968,106213376,80871424,288800768,42164224,28869943296,205414400,1466368,0,76688,139448395,31343,115370091,<null>,<null>,<null>,<null>,57575,899342336,15242,1641340928,<null>,<null>,<null>,<null>,40.5774231,40.5774231,0,0
1,352,98136064,110243840,79872000,288251904,40501248,28971147264,205414400,1466368,0,76748,139506229,31395,115426852,45,39,43477,42670,57575,899342336,15314,1644535808,0,54,0,2401769,67.93404007,67.93404007,0,0
2,354,89862144,118022144,80896000,288780288,38551552,28972302336,205447168,1466368,0,76787,139567660,31405,115480920,36,9,56898,50078,57576,899350528,15326,1653653504,0,11,7587,8444906,48.14814758,48.14814758,0,0
3,354,98619392,110567424,81047552,290234368,34168832,28977164288,205447168,1466368,0,76833,139637509,31417,115536605,43,11,66676,53155,57576,899350528,15332,1658179584,0,5,0,4320481,61.71703339,61.71703339,0,0
4,354,89858048,115814400,81047552,286720000,37867520,28972113920,205447168,1466368,0,76853,139691239,31429,115589234,19,11,51533,50477,57576,899350528,15335,1660440576,0,2,0,2168542,16.19047594,16.19047594,0,0
5,356,94105600,114864128,81047552,290017280,36757504,28975673344,205447168,1466368,0,76875,139744508,31439,115641655,21,9,51105,50291,57578,899362816,15346,1660526592,1,10,11788,82522,46.15384483,46.15384483,0,0
6,354,93761536,114704384,81215488,289681408,36847616,28973068288,205479936,1466368,0,76895,139797766,31449,115694089,19,9,50973,50185,57582,899395584,15438,1661677568,3,88,31362,1101610,51.18131828,51.18131828,0,0
7,354,92397568,114917376,81215488,288530432,37650432,28972912640,205479936,1466368,0,76917,139851048,31459,115746523,20,9,50761,49953,57582,899395584,15438,1661677568,0,0,0,0,31.90476131,31.90476131,0,0
8,356,101888000,115003392,81530880,298422272,26439680,29056184320,205496320,1466368,0,76942,139908712,31467,115799579,23,7,55199,50788,57600,899575808,15440,1663942656,17,1,172520,2168266,53.59889984,53.59889984,0,0
9,348,101822464,115531776,82608128,299962368,15699968,29080051712,205529088,1466368,0,77017,140049555,31477,115856142,70,9,131987,53006,57602,899633152,15440,1663942656,1,0,53738,0,44.85981369,44.85981369,0,0
10,335,90132480,117567488,82612224,290312192,18997248,29071966208,205529088,1466368,0,77030,140102859,31485,115908517,12,7,50548,49667,57602,899633152,15447,1670737920,0,6,0,6444013,27.61904716,27.61904716,0,0
11,335,89423872,117932032,82608128,289964032,18399232,29072805888,205529088,1466368,0,77046,140155750,31495,115960938,15,9,50706,50255,57606,899686400,15450,1670922240,3,2,51048,176705,10.0274725,10.0274725,0,0
12,332,92192768,117436416,82612224,292241408,18116608,29071450112,205529088,1466368,0,77060,140208518,31505,116013370,13,9,50556,50234,57606,899686400,15450,1670922240,0,0,0,0,20.59523773,20.59523773,0,0
13,327,97738752,117112832,82644992,297496576,13434880,29076029440,205529088,1466368,0,77077,140267518,31515,116066538,16,9,56539,50950,57606,899686400,15450,1670922240,0,0,0,0,36.53846073,36.53846073,0,0
14,327,106172416,116871168,82706432,305750016,7921664,29085474816,205553664,1466368,0,77091,140320609,31525,116119543,13,9,50790,50707,57607,899715072,15455,1675300864,0,4,27429,4188851,39.670331,39.670331,0,0
15,325,88870912,118243328,83263488,290377728,10338304,29082877952,205553664,1466368,0,77105,140373373,31535,116171971,13,9,50636,50314,57607,899715072,15488,1680338944,0,31,0,4834977,24.99999905,24.99999905,0,0
16,331,91701248,117805056,83263488,292769792,9273344,29086605312,205553664,1466368,0,77119,140426559,31543,116224280,13,7,51044,50202,57608,899719168,15488,1680338944,0,0,3931,0,17.30929184,17.30929184,0,0
17,327,94666752,117268480,83283968,295219200,11657216,29081972736,205553664,1466368,0,77134,140479368,31553,116277245,14,9,50557,50706,57608,899719168,15488,1680338944,0,0,0,0,28.04789543,28.04789543,0,0
18,325,97792000,117592064,81432576,296816640,9781248,29084987392,205557760,1466368,0,77157,140541180,31563,116330545,21,9,57983,49998,57609,899739648,15494,1682739200,0,5,19211,2251587,32.42373466,32.42373466,0,0
19,325,93511680,117862400,81432576,292806656,9908224,29085728768,205557760,1466368,0,77171,140594261,31573,116383572,13,9,50458,50406,57609,899739648,15494,1682739200,0,0,0,0,25.55256081,25.55256081,0,0
20,322,88903680,117927936,81440768,288272384,11902976,29083652096,205557760,1466368,0,77185,140647003,31583,116435978,13,9,50651,50328,57609,899739648,15503,1689571328,0,8,0,6561303,23.07692337,23.07692337,0,0
21,322,91107328,117854208,81461248,290422784,11149312,29084205056,205557760,1466368,0,77206,140700662,31593,116488399,20,9,51471,50283,57609,899739648,15504,1689591808,0,0,0,19644,15.86538506,15.86538506,0,0
22,322,90259456,117776384,81461248,289497088,15200256,29077319680,205557760,1466368,0,77228,140754735,31603,116540812,21,9,51848,50256,57609,899739648,15504,1689591808,0,0,0,0,18.75,18.75,0,0
23,322,90591232,117661696,81526784,289779712,14704640,29078106112,205557760,1466368,0,77257,140816968,31613,116594071,27,9,59741,51126,57610,899747840,15509,1694146560,0,4,7864,4372392,30.76923084,30.76923084,0,0
24,318,90198016,117919744,81530880,289648640,19087360,29067796480,205561856,1466368,0,77278,140870356,31623,116646499,20,9,51038,50120,57611,899784704,15512,1696423936,0,2,35241,2177159,21.36118555,21.36118555,0,0
25,318,96477184,117219328,81534976,295231488,18669568,29067816960,205561856,1466368,0,77293,140924009,31633,116699492,14,9,51516,50882,57612,899788800,15515,1698701312,0,2,3932,2186691,33.9743576,33.9743576,0,0
26,312,93605888,117915648,81547264,293068800,12996608,29073666048,205561856,1466368,0,77311,140977109,31643,116752448,16,9,49972,49837,57612,899788800,15515,1698701312,0,0,0,0,20.75471687,20.75471687,0,0
27,312,88358912,118300672,81686528,288346112,18055168,29065555968,205561856,1466368,0,77328,141030667,31653,116804920,16,9,51018,49984,57612,899788800,15524,1705533440,0,8,0,6508182,29.19871807,29.19871807,0,0
28,313,88358912,118300672,81686528,288346112,18247680,29066010624,205561856,1466368,0,77350,141084341,31663,116857624,21,9,51573,50641,57612,899788800,15524,1705533440,0,0,0,0,4.817383528,4.817383528,0,0
29,313,90263552,116690944,81690624,288645120,22491136,29059162112,205561856,1466368,0,77367,141137355,31673,116910026,16,9,50930,50342,57612,899788800,15524,1705533440,0,0,0,0,23.94688606,23.94688606,0,0
30,312,101400576,115658752,81707008,298766336,15093760,29069844480,205561856,1466368,0,77380,141190949,31683,116962997,12,9,51458,50859,57613,899796992,15527,1707810816,0,2,7865,2186614,39.1196785,39.1196785,0,0
31,312,87506944,117678080,81723392,286908416,15024128,29070196736,205561856,1466368,0,77390,141243377,31693,117015953,9,9,50247,50753,57613,899796992,15527,1707810816,0,0,0,0,11.46062231,11.46062231,0,0
32,313,88907776,116846592,81825792,287580160,16973824,29069131776,205561856,1466368,0,77409,141296858,31703,117068796,18,9,51122,50513,57613,899796992,15567,1714974720,0,38,0,6848038,27.61904716,27.61904716,0,0
33,315,90357760,116633600,81825792,288817152,22265856,29059706880,205561856,1466368,0,77426,141349975,31713,117121716,16,9,50976,50787,57613,899796992,15567,1714974720,0,0,0,0,23.95146465,23.95146465,0,0
34,314,90558464,116592640,81833984,288985088,22142976,29059198976,205561856,1466368,0,77442,141402837,31723,117174648,15,9,50777,50844,57613,899796992,15567,1714974720,0,0,0,0,12.53734088,12.53734088,0,0
35,309,89038848,116752384,81854464,287645696,20312064,29058834432,205561856,1466368,0,77464,141466013,31731,117227862,21,7,60663,51097,57613,899796992,15619,1722269696,0,49,0,7004869,32.06501865,32.06501865,0,0
36,316,114950144,115625984,81883136,312459264,6397952,29088399360,205561856,1466368,0,77498,141551005,31741,117281706,32,9,81505,51635,57613,899796992,15624,1724727296,0,4,0,2356792,63.60347939,63.60347939,0,0
37,313,87552000,117669888,81883136,287105024,8830976,29084753920,205561856,1466368,0,77514,141604132,31751,117334129,15,9,50900,50226,57613,899796992,15624,1724727296,0,0,0,0,6.730769515,6.730769515,0,0
38,337,88408064,116895744,80031744,285335552,10330112,29098414080,205561856,1466368,0,77557,141659018,31761,117387125,41,9,52592,50781,57613,899796992,15651,1731764224,0,25,0,6742935,31.25,31.25,0,0
39,340,89903104,116625408,80035840,286564352,13402112,29094739968,205561856,1466368,0,77580,141712355,31769,117439434,22,7,51032,50048,57613,899796992,15651,1731764224,0,0,0,0,24.28571367,24.28571367,0,0
40,340,86982656,117583872,80035840,284602368,21094400,29079412736,205561856,1466368,0,77604,141765985,31779,117491840,23,9,51464,50290,57614,899801088,15652,1731796992,0,0,3930,31445,7.253547192,7.253547192,0,0
41,340,105893888,115650560,76808192,298352640,10477568,29107752960,205561856,1466368,0,77641,141842150,31789,117545481,35,9,73148,51516,57617,899813376,15656,1734078464,2,3,11801,2191129,50.21977997,50.21977997,0,0
42,334,86487040,117669888,76812288,280969216,17506304,29090926592,205561856,1466368,0,77658,141895166,31799,117597917,16,9,50899,50342,57617,899813376,15656,1734078464,0,0,0,0,6.25,6.25,0,0
43,334,86487040,117669888,76812288,280969216,17715200,29090926592,205561856,1466368,0,77672,141947904,31809,117650319,13,9,50638,50316,57617,899813376,15656,1734078464,0,0,0,0,6.730769157,6.730769157,0,0
44,334,88190976,116772864,76935168,281899008,18923520,29087248384,205561856,1466368,0,77688,142001084,31819,117703315,15,9,51067,50890,57617,899813376,15662,1738633216,0,5,0,4373819,28.26465225,28.26465225,0,0
45,329,89600000,116617216,76935168,283152384,21639168,29079359488,205561856,1466368,0,77707,142054485,31829,117755736,18,9,51043,50106,57617,899813376,15664,1740910592,0,1,0,2176819,31.52014637,31.52014637,0,0
46,329,86482944,117583872,76935168,281001984,21999616,29079195648,205561856,1466368,0,77722,142107270,31839,117808157,14,9,50685,50335,57617,899813376,15664,1740910592,0,0,0,0,7.188645124,7.188645124,0,0
47,302,89554944,116576256,76943360,283074560,24354816,29060567040,205561856,1466368,0,77744,142169909,31849,117861476,21,9,60156,51205,57617,899813376,15689,1743437824,0,24,0,2427078,23.16560841,23.16560841,0,0
48,303,89206784,116797440,76931072,282935296,26091520,28704727040,205586432,1466368,0,77768,142223272,31869,117914457,22,19,51010,50644,57623,899862528,15694,1747992576,5,4,46984,4353923,24.23629808,24.23629808,0,0
49,303,88383488,116617216,76959744,281960448,25243648,28703670272,205586432,1466368,0,77794,142287981,31879,117967218,24,9,62162,50684,57623,899862528,15695,1748017152,0,0,0,23608,22.24141216,22.24141216,0,0
50,303,89280512,116817920,76951552,283049984,31416320,28697059328,205586432,1466368,0,77832,142341943,31889,118018975,36,9,51632,49522,57639,899977216,15704,1754849280,15,8,109737,6537214,34.76190472,34.76190472,0,0
51,303,108417024,114888704,77156352,300462080,12222464,28725690368,205611008,1466368,0,77853,142396801,31897,118071274,20,7,52732,50272,57643,900022272,15707,1757126656,3,2,43310,2189142,46.15384483,46.15384483,0,0
52,303,86532096,117821440,77156352,281509888,14606336,28728205312,205611008,1466368,0,77870,142449191,31907,118123052,16,9,49598,49018,57643,900022272,15707,1757126656,0,0,0,0,10,10,0,0
53,302,88297472,116879360,77217792,282394624,11292672,28732043264,205611008,1466368,0,77914,142547087,31917,118176786,42,9,94050,51623,57645,900034560,15713,1761681408,1,5,11805,4375824,44.0293045,44.0293045,0,0
54,306,90021888,117075968,77221888,284319744,11739136,28736016384,205611008,1466368,0,77943,142603579,31927,118229813,27,9,54018,50704,57646,900038656,15716,1763958784,0,2,3916,2177650,27.76098919,27.76098919,0,0
55,312,86585344,117858304,77221888,281665536,11808768,28739207168,205611008,1466368,0,77960,142655931,31937,118281585,16,9,50314,49756,57646,900038656,15716,1763958784,0,0,0,0,12.43589735,12.43589735,0,0
56,312,92106752,116699136,77230080,286035968,16228352,28724768768,205611008,1466368,0,77973,142707893,31947,118333335,12,9,49906,49702,57646,900038656,15716,1763958784,0,0,0,0,27.49720001,27.49720001,0,0
57,312,99078144,115847168,77234176,292159488,11120640,28736880640,205611008,1466368,0,77988,142761344,31957,118385650,14,9,51336,50245,57646,900038656,15716,1763958784,0,0,0,0,25.36172199,25.36172199,0,0
58,308,95703040,115195904,77246464,288145408,12349440,28735557632,205611008,1466368,0,78002,142813398,31967,118437400,13,9,48486,48203,57646,900038656,15719,1766236160,0,2,0,2121289,27.42298412,27.42298412,0,0
59,308,86904832,116961280,77561856,281427968,9318400,28738011136,205611008,1466368,0,78019,142867237,31977,118489765,16,9,51719,50303,57646,900038656,15749,1771380736,0,28,0,4942084,30.76923084,30.76923084,0,0
60,309,88477696,116088832,77770752,282337280,16719872,28725473280,205611008,1466368,0,78048,142927542,31987,118542103,27,9,57890,50242,57659,900108288,15893,1774858240,12,138,66843,3338248,21.63461494,21.63461494,0,0
61,308,89489408,115884032,77774848,283148288,20369408,28718759936,205611008,1466368,0,78081,142985212,31997,118599004,31,9,55228,54491,57660,900112384,15893,1774858240,0,0,3922,0,35.92948723,35.92948723,0,0
62,309,89812992,115769344,77864960,283447296,17920000,28721979392,205611008,1466368,0,78115,143049594,32007,118652686,32,9,61867,51585,57665,900136960,15896,1777135616,4,2,23616,2188427,25.96153831,25.96153831,0,0
63,309,89395200,116023296,78073856,283492352,21274624,28714004480,205611008,1466368,0,78128,143101616,32017,118704464,12,9,49574,49342,57674,900202496,15902,1781690368,8,5,62453,4340496,25.28846169,25.28846169,0,0
64,310,114053120,114851840,71929856,300834816,9101312,28752769024,205611008,1466368,0,78153,143159355,32027,118757005,24,9,55437,50446,57674,900202496,15934,1784311808,0,30,0,2516936,57.1428566,57.1428566,0,0
65,307,86126592,117104640,70627328,273858560,8896512,28753420288,205611008,1466368,0,78169,143211576,32037,118809304,15,9,50196,50271,57674,900202496,15934,1784311808,0,0,0,0,13.5362215,13.5362215,0,0
66,307,89726976,116150272,70926336,276803584,8802304,28759777280,205611008,1466368,0,78202,143285803,32047,118861714,31,9,70890,50054,57674,900202496,15943,1791143936,0,8,0,6525046,45.23809433,45.23809433,0,0
67,307,84037632,117198848,70926336,272162816,8601600,28759498752,205611008,1466368,0,78224,143338456,32057,118913547,21,9,50582,49794,57674,900202496,15943,1791143936,0,0,0,0,7.207582474,7.207582474,0,0
68,307,87277568,115970048,67043328,270290944,23425024,28738469888,205611008,1466368,0,78239,143390945,32065,118965181,14,7,50432,49611,57689,900263936,15945,1791172608,14,1,59032,27548,29.24908447,29.24908447,0,0
69,309,96460800,114302976,66908160,277671936,17780736,28370448384,205611008,1466368,0,78284,143487314,32075,119018776,43,9,92161,51255,57691,900280320,15946,1791287296,1,0,15668,109680,38.94230747,38.94230747,0,0
70,302,100323328,114630656,66924544,281878528,16879616,28369805312,205717504,1466368,0,78294,143538425,32085,119069887,9,9,49067,49067,57693,900313088,15949,1793646592,1,2,31457,2264971,31.25,31.25,0,0
71,298,83972096,116551680,66924544,267448320,22167552,28357029888,205717504,1466368,0,78308,143590118,32095,119121062,13,9,49700,49202,57694,900317184,15949,1793646592,0,0,3938,0,7.193223715,7.193223715,0,0
72,298,85475328,115679232,67002368,268156928,28381184,28345393152,205717504,1466368,0,78325,143643172,32105,119172754,16,9,50261,48971,57694,900317184,15957,1800724480,0,7,0,6705390,32.38095284,32.38095284,0,0
73,298,87797760,115417088,67002368,270217216,28241920,28345573376,205717504,1466368,0,78342,143694968,32115,119223856,16,9,49782,49115,57694,900317184,15957,1800724480,0,0,0,0,22.92124462,22.92124462,0,0
74,300,87404544,115007488,67018752,269430784,34246656,28335714304,205717504,1466368,0,78369,143759041,32125,119275992,25,9,60724,49410,57700,900341760,15957,1800724480,5,0,23291,0,17.64332438,17.64332438,0,0
75,306,86913024,115159040,67121152,269193216,34820096,28338307072,205717504,1466368,0,78385,143810629,32135,119327092,14,8,46338,45900,57710,900419584,15966,1807802368,8,8,69905,6357717,39.03233719,39.03233719,0,0
76,305,99004416,113958912,67141632,280104960,27070464,28347826176,205717504,1466368,0,78410,143867103,32145,119378960,24,9,54282,49855,57717,900448256,15969,1810161664,6,2,27559,2267749,43.05860901,43.05860901,0,0
77,304,83996672,118030336,67145728,269172736,26718208,28349997056,205967360,1466368,0,78427,143919229,32155,119430075,16,9,49169,48215,57727,900771840,15969,1810161664,9,0,305231,0,25.47169876,25.47169876,0,0
78,301,83992576,117776384,67751936,269520896,23171072,28351631360,205967360,1466368,0,78449,143974901,32163,119481791,21,7,53433,49636,57789,901025792,15978,1813131264,59,8,243739,2850180,23.18894672,23.18894672,0,0
79,301,88842240,116822016,67788800,273453056,23318528,28352729088,205967360,1466368,0,78465,144026474,32173,119532908,15,9,49356,48919,57789,901025792,15984,1817849856,0,5,0,4515753,33.80952311,33.80952311,0,0
80,301,86888448,116686848,67792896,271368192,28315648,28344823808,205967360,1466368,0,78484,144078514,32183,119584010,18,9,49749,48853,57789,901025792,15984,1817849856,0,0,0,0,21.15384674,21.15384674,0,0
81,303,108503040,117448704,67866624,293818368,13189120,28366331904,206143488,1466368,0,78507,144136843,32193,119635926,22,9,56068,49903,57804,901283840,15987,1820209152,14,2,248046,2267855,52.59615326,52.59615326,0,0
82,303,83513344,120659968,66301952,270475264,10493952,28376907776,206143488,1466368,0,78528,144189000,32203,119687043,19,9,49190,48209,57804,901283840,15988,1820217344,0,0,0,7726,16.03773689,16.03773689,0,0
83,302,86749184,120094720,66326528,273170432,11927552,28374573056,206143488,1466368,0,78553,144245567,32211,119738955,24,7,54363,49889,57807,901296128,15991,1822576640,2,2,11809,2267393,19.81889439,19.81889439,0,0
84,296,87785472,119713792,66351104,273850368,11292672,28374827008,206143488,1466368,0,78578,144297950,32221,119790064,23,9,49976,48760,57821,901353472,15997,1827295232,13,5,54709,4501812,34.146451,34.146451,0,0
85,296,86523904,119508992,66359296,272392192,16809984,28364713984,206143488,1466368,0,78603,144350501,32231,119841179,24,9,50511,49130,57821,901353472,15997,1827295232,0,0,0,0,28.3653841,28.3653841,0,0
86,295,83537920,120528896,66359296,270426112,16998400,28364181504,206143488,1466368,0,78626,144402944,32241,119892332,22,9,50399,49160,57821,901353472,15997,1827295232,0,0,0,0,7.211538672,7.211538672,0,0
87,295,86913024,119492608,66387968,272793600,18550784,28357607424,206143488,1466368,0,78655,144467694,32251,119944466,27,9,62198,50079,57828,901382144,15997,1827295232,6,0,27541,0,16.42083645,16.42083645,0,0
88,296,86446080,119492608,66695168,272633856,28286976,28341616640,206143488,1466368,0,78669,144519120,32261,119995566,13,9,48931,48621,57835,901439488,16008,1834536960,6,10,54562,6890484,35.38495636,35.38495636,0,0
89,296,101769216,118185984,66711552,286666752,14639104,28367577088,206143488,1466368,0,78690,144573499,32271,120047444,20,9,52255,49852,57835,901439488,16011,1836896256,0,2,0,2267167,49.26250839,49.26250839,0,0
90,297,83542016,120504320,66711552,270757888,14950400,28367945728,206143488,1466368,0,78703,144624917,32279,120098434,12,7,49471,49059,57835,901439488,16011,1836896256,0,0,0,0,6.730769157,6.730769157,0,0
91,298,83546112,120504320,66744320,270794752,12214272,28371005440,206143488,1466368,0,78740,144701759,32289,120150994,35,9,73807,50484,57835,901439488,16014,1839255552,0,2,0,2266137,25.3846159,25.3846159,0,0
92,300,88416256,119775232,66760704,274952192,16285696,28363980800,206143488,1466368,0,78762,144754114,32299,120202326,20,9,49901,48926,57841,901464064,16020,1843974144,5,5,23424,4497430,41.61172104,41.61172104,0,0
93,299,87429120,119357440,66801664,273588224,22786048,28350701568,206143488,1466368,0,78780,144807199,32309,120254000,17,9,50725,49376,57850,901505024,16080,1844862976,8,57,39139,849320,35.23809624,35.23809624,0,0
94,305,96575488,118345728,66809856,281731072,18092032,28365123584,206143488,1466368,0,78796,144858985,32319,120305115,15,9,49174,48537,57850,901505024,16082,1847222272,0,1,0,2240321,41.4285717,41.4285717,0,0
95,329,83542016,120504320,66818048,270864384,17989632,28378066944,206143488,1466368,0,78821,144926355,32327,120357167,24,7,64762,50037,57850,901505024,16085,1849581568,0,2,0,2267964,16.82692337,16.82692337,0,0
96,333,88150016,119631872,66887680,274669568,16736256,28381564928,206143488,1466368,0,78837,144978009,32337,120408269,15,9,49352,48824,57860,901545984,16091,1854300160,9,5,39134,4508311,40.65476227,40.65476227,0,0
97,333,86413312,119414784,66928640,272756736,26902528,28362510336,206143488,1466368,0,78853,145029606,32347,120459378,15,9,49492,49024,57860,901545984,16092,1854324736,0,0,0,23573,29.60164833,29.60164833,0,0
98,332,86679552,119332864,66961408,272973824,25034752,28364378112,206143488,1466368,0,78881,145093087,32357,120511521,26,9,60965,50076,57878,901619712,16092,1854324736,17,0,70806,0,22.38095188,22.38095188,0,0
99,332,86458368,119504896,66961408,272924672,26898432,28362006528,206143488,1466368,0,78892,145144249,32367,120562623,10,9,49097,49039,57887,901689344,16100,1861402624,8,7,66821,6792245,26.44230747,26.44230747,0,0
100,331,100900864,118222848,67022848,286146560,25776128,28361326592,206143488,1466368,0,78908,145197279,32377,120614305,15,9,50930,49635,57887,901689344,16102,1863761920,0,1,0,2265884,39.66579437,39.66579437,0,0
101,328,92213248,114970624,67022848,274206720,32944128,28352720896,206143488,1466368,0,78924,145248869,32387,120665407,15,9,48919,48456,57887,901689344,16102,1863761920,0,0,0,0,14.76190424,14.76190424,0,0
102,328,83529728,116404224,67485696,267419648,31875072,28352884736,206143488,1466368,0,78942,145310732,32395,120717312,17,7,59411,49847,57895,901722112,16111,1870839808,7,8,31469,6797387,36.81776524,36.81776524,0,0
103,326,89915392,115388416,67485696,272789504,28749824,28358467584,206143488,1466368,0,78961,145362573,32405,120768421,18,9,49473,48774,57895,901722112,16111,1870839808,0,0,0,0,33.33333302,33.33333302,0,0
104,315,86421504,115322880,67506176,269250560,34648064,28341444608,206143488,1466368,0,78975,145413932,32415,120819508,13,9,49113,48853,57895,901722112,16111,1870839808,0,0,0,0,16.34615421,16.34615421,0,0
105,302,100708352,114110464,67510272,282329088,29962240,28341002240,206143488,1466368,0,78990,145466447,32425,120871160,14,9,50497,49667,57895,901722112,16114,1873199104,0,2,0,2268658,42.59157562,42.59157562,0,0
106,301,86319104,115920896,67518464,269758464,29777920,28340903936,206143488,1466368,0,79010,145521223,32435,120922994,19,9,52112,49313,57895,901722112,16114,1873199104,0,0,0,0,15.79670286,15.79670286,0,0
107,305,86351872,115531776,67534848,269418496,31010816,28343857152,206143488,1466368,0,79038,145578374,32445,120975829,26,9,54648,50521,57895,901722112,16123,1880276992,0,8,0,6768002,34.28571415,34.28571415,0,0
108,305,88367104,115515392,67534848,271417344,30158848,28344385536,206143488,1466368,0,79050,145629876,32455,121026931,11,9,49499,49115,57895,901722112,16123,1880276992,0,0,0,0,16.40314341,16.40314341,0,0
109,305,86425600,115322880,67534848,269283328,34500608,28336152576,206143488,1466368,0,79066,145681451,32465,121078018,15,9,49380,48913,57895,901722112,16123,1880276992,0,0,0,0,16.22710681,16.22710681,0,0
110,305,85377024,114503680,67612672,267493376,34873344,28338487296,206143488,1466368,0,79092,145747432,32475,121130083,25,9,63459,50075,57904,901758976,16129,1884995584,8,5,35455,4538263,35.09615421,35.09615421,0,0
111,303,86110208,114786304,67624960,268521472,32374784,28342386688,206147584,1466368,0,79117,145806471,32485,121183111,23,9,56485,50734,57909,901783552,16132,1885016064,4,2,23513,19594,27.74267387,27.74267387,0,0
112,301,83529728,115585024,67624960,266739712,32460800,28341321728,206147584,1466368,0,79134,145858560,32495,121234224,16,9,50042,49105,57909,901783552,16132,1885016064,0,0,0,0,5.760073543,5.760073543,0,0
113,309,96595968,113487872,67637248,277721088,24608768,28360134656,206147584,1466368,0,79148,145910669,32505,121285874,13,9,50071,49630,57910,901787648,16132,1885016064,0,0,3935,0,44.71153831,44.71153831,0,0
114,305,83562496,115650560,67637248,266850304,24653824,28357701632,206147584,1466368,0,79175,145963885,32515,121336968,25,9,51083,49046,57910,901787648,16132,1885016064,0,0,0,0,6.730768919,6.730768919,0,0
115,305,89042944,114778112,67645440,271466496,24432640,28358569984,206147584,1466368,0,79195,146016353,32525,121388051,19,9,50406,49075,57910,901787648,16132,1885016064,0,0,0,0,13.46153808,13.46153808,0,0
116,305,88186880,114651136,67653632,270491648,27668480,28351946752,206147584,1466368,0,79214,146068556,32535,121439136,18,9,49994,48923,57913,901799936,16132,1885016064,2,0,11768,0,20.47619009,20.47619009,0,0
117,305,96317440,113487872,67682304,277487616,26284032,28354650112,206147584,1466368,0,79242,146122211,32545,121490803,26,9,51530,49621,57913,901799936,16132,1885016064,0,0,0,0,37.1592598,37.1592598,0,0
118,305,83554304,115650560,67694592,266899456,24211456,28356771840,206147584,1466368,0,79264,146174502,32553,121542379,21,7,50229,49542,57913,901799936,16135,1887375360,0,2,0,2266289,19.32501173,19.32501173,0,0
119,306,87150592,114585600,67706880,269443072,27537408,28352606208,206147584,1466368,0,79277,146225878,32563,121593479,12,9,49026,48762,57913,901799936,16141,1892093952,0,5,0,4502765,29.04761887,29.04761887,0,0
120,316,86433792,114651136,67706880,268791808,30801920,28351197184,206147584,1466368,0,79298,146281690,32573,121649910,20,9,53495,54089,57914,901804032,16141,1892093952,0,0,3926,0,28.18223476,28.18223476,0,0
121,316,85209088,114753536,67760128,267722752,27869184,28353712128,206147584,1466368,0,79333,146352047,32583,121703461,33,9,67578,51435,57930,901873664,16148,1896816640,15,6,66881,4536164,35.87911987,35.87911987,0,0
122,316,98435072,114249728,67801088,280485888,21184512,28360290304,206147584,1466368,0,79348,146404528,32593,121755147,13,9,48126,47397,57938,901918720,16196,1897648128,7,44,41317,762503,38.25178337,38.25178337,0,0
123,308,88715264,114851840,67809280,271376384,26095616,28355809280,206147584,1466368,0,79366,146456251,32603,121806262,16,9,46586,46038,57938,901918720,16196,1897648128,0,0,0,0,22.52252293,22.52252293,0,0
124,308,85094400,114794496,68173824,268062720,23117824,28359061504,206147584,1466368,0,79397,146521711,32613,121858412,29,9,62887,50100,57938,901918720,16201,1902366720,0,4,0,4533132,35.42124367,35.42124367,0,0
125,308,89890816,114610176,68177920,272678912,21819392,28363018240,206147584,1466368,0,79412,146573425,32623,121909514,14,9,49239,48656,57938,901918720,16204,1904726016,0,2,0,2246384,36.89102554,36.89102554,0,0
126,308,86110208,114696192,68210688,269017088,28372992,28350251008,206147584,1466368,0,79429,146625277,32633,121960616,16,9,49527,48810,57938,901918720,16204,1904726016,0,0,0,0,15.23809481,15.23809481,0,0
127,309,102178816,113561600,68247552,283987968,17428480,28367552512,206180352,1466368,0,79445,146677665,32643,122012270,15,9,50344,49639,57952,902000640,16204,1904726016,13,0,78724,0,38.46153927,38.46153927,0,0
128,309,83312640,117198848,68247552,268759040,20307968,28365180928,206180352,1466368,0,79460,146729227,32653,122063372,14,9,49415,48975,57952,902000640,16204,1904726016,0,0,0,0,9.523810387,9.523810387,0,0
129,293,83316736,117198848,68304896,268820480,17997824,28359176192,206180352,1466368,0,79487,146793963,32663,122115452,25,9,62153,50002,57952,902000640,16233,1909727232,0,27,0,4801714,36.10903788,36.10903788,0,0
130,291,89714688,116097024,68317184,274128896,19750912,28357316608,206180352,1466368,0,79502,146845525,32673,122166554,14,9,49551,49109,57952,902000640,16236,1912086528,0,2,0,2267282,37.77539158,37.77539158,0,0
131,293,85372928,116543488,68317184,270233600,25935872,28345896960,206180352,1466368,0,79519,146897796,32683,122217656,16,9,50132,49011,57952,902000640,16236,1912086528,0,0,0,0,14.33150196,14.33150196,0,0
