Duration,Mem,Cpu
93,715739136,3
92,715608064,3
92,713969664,3
91,714981376,3
91,715866112,3
91,715485184,3
91,715112448,3
91,713117696,3
91,713498624,3
90,715231232,3
90,715112448,3
90,714600448,3
90,713244672,3
90,713117696,3
90,712753152,3
90,713388032,3
89,715988992,3
89,715612160,3
89,713863168,3
88,713891840,3
88,713289728,3
88,716242944,3
88,716242944,3
88,713224192,3
87,715362304,3
87,713244672,3
86,716603392,3
86,715608064,3
86,713506816,3
86,713510912,3
86,713003008,3
85,716603392,3
85,715739136,3
85,714735616,3
85,713396224,3
84,713256960,3
84,713383936,3
83,716730368,3
83,716722176,3
83,715362304,3
83,714600448,3
83,714600448,3
83,713498624,3
83,713244672,3
83,712892416,3
82,715108352,3
82,716095488,3
82,714350592,3
82,713351168,3
82,713510912,3
81,713416704,3
81,713416704,3
81,715866112,3
81,715235328,3
81,713371648,3
81,713396224,3
80,716103680,3
80,715988992,3
80,714215424,3
80,713728000,3
80,713351168,3
80,713371648,3
80,713117696,3
79,716476416,3
79,714469376,3
79,714096640,3
79,713396224,3
79,713019392,3
78,714727424,3
78,714727424,3
77,714076160,3
77,714088448,3
77,714223616,3
77,712753152,3
76,715235328,3
76,713736192,3
76,713363456,3
76,713887744,3
75,712376320,3
75,715358208,3
75,715354112,3
75,714473472,3
75,714350592,3
75,713711616,3
74,715362304,3
74,715235328,3
73,712126464,3
73,716476416,3
73,715239424,3
73,714354688,3
73,713117696,3
72,712884224,3
72,712622080,3
72,716476416,3
72,715739136,3
72,713244672,3
72,713760768,3
71,713416704,3
71,713736192,3
71,713244672,3
70,713822208,3
70,713396224,3
70,715231232,3
70,715239424,3
70,714862592,3
70,714473472,3
70,713379840,3
70,713633792,3
70,713523200,3
69,713162752,3
69,711237632,3
69,715976704,3
68,716603392,3
68,715608064,3
68,714727424,3
67,713228288,3
67,715235328,3
67,713244672,3
66,714735616,3
66,713977856,3
66,713256960,3
65,715866112,3
65,714727424,3
65,714223616,3
65,713396224,3
65,713019392,3
64,714862592,3
64,713359360,3
64,713019392,3
63,715235328,3
63,713973760,3
63,713736192,3
63,713256960,3
63,713129984,3
63,713129984,3
63,713396224,3
62,715608064,3
61,716103680,3
61,716099584,3
61,714104832,3
61,712871936,3
61,713523200,3
60,714600448,3
60,714354688,3
60,713728000,3
60,713117696,3
60,713256960,3
60,713383936,3
60,713269248,3
59,713289728,3
59,715100160,3
59,713244672,3
59,713371648,3
58,712884224,3
58,714354688,3
58,713244672,3
58,713003008,3
57,712253440,3
57,716357632,3
57,715231232,3
57,715366400,3
57,714215424,3
57,713224192,3
57,713633792,3
57,713371648,3
56,715362304,3
56,714354688,3
56,714223616,3
55,714178560,3
55,716230656,3
55,716242944,3
55,715362304,3
55,714858496,3
54,711118848,3
54,716361728,3
54,716242944,3
54,714350592,3
54,714473472,3
54,713961472,3
54,713736192,3
53,716230656,3
53,715235328,3
53,715112448,3
53,715239424,3
53,713633792,3
52,712495104,3
52,716476416,3
52,716357632,3
52,716103680,3
52,715616256,3
52,714600448,3
52,713887744,3
51,714727424,3
51,714600448,3
51,714588160,3
51,714600448,3
51,713224192,3
50,714981376,3
50,712249344,3
50,712380416,3
50,715612160,3
50,714579968,3
50,714600448,3
50,713854976,3
50,713388032,3
49,713416704,3
49,715612160,3
49,715739136,3
49,715362304,3
49,715108352,3
49,714715136,3
48,712376320,3
48,716476416,3
48,715988992,3
48,715612160,3
48,715366400,3
48,714989568,3
48,714608640,3
47,712376320,3
47,712380416,3
47,713416704,3
47,716230656,3
47,716099584,3
47,715362304,3
47,715112448,3
47,714727424,3
47,714596352,3
47,714469376,3
47,713854976,3
47,713510912,3
47,713240576,3
47,713015296,3
46,713416704,3
46,714711040,3
46,714600448,3
46,714354688,3
45,713695232,3
45,716476416,3
45,716201984,3
45,714862592,3
45,714727424,3
45,713351168,3
44,714600448,3
44,715976704,3
44,716242944,3
44,714735616,3
44,714862592,3
44,713486336,3
44,713486336,3
44,713383936,3
43,713416704,3
43,712376320,3
43,712376320,3
43,715358208,3
43,715616256,3
43,715616256,3
43,715223040,3
43,714727424,3
43,714215424,3
43,713236480,3
42,713695232,3
42,713756672,3
42,716361728,3
42,715612160,3
42,715489280,3
42,715489280,3
42,714727424,3
42,713359360,3
42,713019392,3
41,713687040,3
41,713695232,3
41,712126464,3
41,713416704,3
41,715608064,3
41,715616256,3
41,714727424,3
41,714481664,3
41,714473472,3
41,714477568,3
41,713342976,3
41,713351168,3
41,713498624,3
41,713383936,3
41,712892416,3
40,712757248,3
40,715079680,3
40,714579968,3
40,714727424,3
40,714350592,3
40,714596352,3
40,714342400,3
40,714723328,3
40,714354688,3
40,714350592,3
40,714096640,3
40,713990144,3
40,713113600,3
40,713117696,3
40,713510912,3
39,715239424,3
39,714350592,3
39,714342400,3
39,713736192,3
39,713863168,3
39,713256960,3
38,714170368,3
38,712126464,3
38,713416704,3
38,715608064,3
38,715350016,3
38,715362304,3
38,715337728,3
38,715235328,3
38,715366400,3
38,715366400,3
38,714735616,3
38,714596352,3
38,714727424,3
38,713117696,3
38,713760768,3
38,713256960,3
38,713523200,3
37,712495104,3
37,712503296,3
37,712503296,3
37,713416704,3
37,716603392,3
37,715612160,3
37,715358208,3
37,715489280,3
37,715366400,3
37,715366400,3
37,714723328,3
37,713863168,3
37,713711616,3
37,713478144,3
37,713359360,3
37,713486336,3
36,713822208,3
36,713416704,3
36,713416704,3
36,716206080,3
36,716353536,3
36,715841536,3
36,715337728,3
36,714862592,3
36,714735616,3
36,714088448,3
36,714727424,3
36,714727424,3
36,714608640,3
36,713863168,3
36,713736192,3
36,713609216,3
36,713244672,3
36,713396224,3
36,712892416,3
35,714981376,3
35,713695232,3
35,716603392,3
35,715485184,3
35,715108352,3
35,715235328,3
35,715350016,3
35,714608640,3
35,714215424,3
35,714723328,3
35,714575872,3
35,714223616,3
35,713486336,3
35,712863744,3
34,715108352,3
34,713416704,3
34,716361728,3
34,715988992,3
34,715739136,3
34,715362304,3
34,714985472,3
34,715112448,3
34,714850304,3
34,714346496,3
34,713728000,3
34,713351168,3
34,713359360,3
34,713498624,3
33,712249344,3
33,711999488,3
33,711245824,3
33,713408512,3
33,716603392,3
33,716361728,3
33,716242944,3
33,715239424,3
33,714985472,3
33,714862592,3
33,714862592,3
33,714727424,3
33,714342400,3
33,714481664,3
33,714473472,3
33,714346496,3
33,714199040,3
33,713375744,3
32,713756672,3
32,713293824,3
32,715485184,3
32,715362304,3
32,715112448,3
32,714350592,3
32,714571776,3
32,714215424,3
32,714600448,3
32,714223616,3
32,713359360,3
32,713342976,3
32,713760768,3
32,713256960,3
32,713388032,3
31,712503296,3
31,716476416,3
31,715976704,3
31,715608064,3
31,715239424,3
31,714596352,3
31,714346496,3
31,714481664,3
31,714223616,3
31,713863168,3
31,713863168,3
31,713863168,3
31,713379840,3
31,713269248,3
30,713822208,3
30,712884224,3
30,712126464,3
30,711340032,3
30,714952704,3
30,715362304,3
30,715362304,3
30,715235328,3
30,715239424,3
30,714985472,3
30,714723328,3
30,714600448,3
30,714223616,3
30,713863168,3
30,713990144,3
30,713216000,3
30,713244672,3
30,712892416,3
29,714076160,3
29,713162752,3
29,713764864,3
29,712376320,3
29,716476416,3
29,716357632,3
29,716374016,3
29,715489280,3
29,714858496,3
29,713359360,3
29,713371648,3
29,713641984,3
29,713256960,3
29,713383936,3
29,713269248,3
29,713396224,3
29,713269248,3
28,714829824,3
28,713822208,3
28,712503296,3
28,716730368,3
28,714481664,3
28,713711616,3
28,713117696,3
28,713109504,3
28,713256960,3
28,713396224,3
27,716603392,3
27,716115968,3
27,715489280,3
27,715616256,3
27,714854400,3
27,713478144,3
27,713510912,3
27,713388032,3
27,712892416,3
26,713162752,3
26,713416704,3
26,713416704,3
26,715735040,3
26,715616256,3
26,713969664,3
26,713256960,3
26,713269248,3
25,713764864,3
25,712503296,3
25,715489280,3
25,715235328,3
25,713244672,3
24,713416704,3
24,716238848,3
24,712990720,3
23,715235328,3
23,714981376,3
23,713162752,3
23,713736192,3
23,713113600,3
22,714076160,3
22,713764864,3
21,715108352,3
21,713289728,3
21,712884224,3
19,713162752,3
197,713142272,2
194,713977856,2
194,713498624,2
193,716201984,2
190,712630272,2
181,713863168,2
179,715612160,2
179,712986624,2
174,714096640,2
174,714215424,2
172,716201984,2
169,714018816,2
169,713977856,2
168,713478144,2
162,713760768,2
160,714862592,2
158,715988992,2
156,713404416,2
153,713523200,2
152,713351168,2
152,712990720,2
150,713396224,2
148,713510912,2
146,713863168,2
144,716361728,2
143,713568256,2
141,713523200,2
139,715612160,2
139,713342976,2
138,714727424,2
136,716603392,2
136,713736192,2
135,714035200,2
135,716242944,2
132,714600448,2
130,713232384,2
129,712630272,2
128,712126464,2
127,713359360,2
127,713117696,2
126,714342400,2
125,713506816,2
124,714727424,2
123,714014720,2
122,713375744,2
121,713289728,2
121,715976704,2
121,713351168,2
119,713416704,2
119,716361728,2
119,716218368,2
118,713760768,2
118,713396224,2
117,715350016,2
117,713977856,2
116,712998912,2
115,713908224,2
115,715735040,2
114,715108352,2
114,712376320,2
114,714063872,2
114,713633792,2
112,714989568,2
112,713736192,2
112,713256960,2
112,712892416,2
111,713129984,2
110,714735616,2
109,713478144,2
109,712744960,2
108,715866112,2
108,714723328,2
108,712966144,2
107,715612160,2
105,715608064,2
104,716476416,2
104,714600448,2
104,713117696,2
103,712126464,2
102,713900032,2
102,716603392,2
102,713711616,2
101,715735040,2
101,713523200,2
98,716103680,2
98,714350592,2
97,713396224,2
96,713244672,2
95,715223040,2
93,716730368,2
91,714010624,2
90,713289728,2
90,712503296,2
89,713969664,2
88,713109504,2
85,714346496,2
84,715227136,2
82,713900032,2
82,712376320,2
80,713568256,2
80,714862592,2
80,713232384,2
79,713478144,2
77,713633792,2
76,713977856,2
76,713396224,2
73,714600448,2
73,714223616,2
72,716226560,2
72,716115968,2
71,713383936,2
70,714735616,2
68,714027008,2
67,714600448,2
67,712753152,2
67,713261056,2
66,713117696,2
65,714727424,2
65,714592256,2
65,714600448,2
65,714592256,2
64,715366400,2
64,714219520,2
63,713506816,2
63,713416704,2
63,713408512,2
63,713396224,2
62,712368128,2
62,714477568,2
62,712990720,2
62,713383936,2
61,713605120,2
61,712855552,2
60,715108352,2
60,712495104,2
60,713416704,2
59,714608640,2
59,714346496,2
58,713478144,2
57,714985472,2
57,713887744,2
56,715108352,2
56,714600448,2
56,714354688,2
55,712376320,2
55,715862016,2
55,715112448,2
55,714985472,2
54,711237632,2
54,716468224,2
54,715485184,2
54,715362304,2
54,714342400,2
54,713846784,2
53,716206080,2
52,712892416,2
51,715612160,2
51,714473472,2
51,714346496,2
51,714473472,2
51,713711616,2
51,713478144,2
51,713359360,2
51,713117696,2
50,714604544,2
50,714862592,2
49,713289728,2
49,715362304,2
49,714096640,2
49,713363456,2
49,713023488,2
48,715739136,2
48,713351168,2
48,713506816,2
47,711340032,2
47,715231232,2
47,715612160,2
47,713854976,2
47,713854976,2
47,713269248,2
47,713269248,2
47,713019392,2
46,715108352,2
46,715235328,2
46,715112448,2
46,714346496,2
45,712486912,2
45,715489280,2
45,713863168,2
45,713244672,2
45,713498624,2
44,713416704,2
44,715485184,2
44,715366400,2
44,714342400,2
43,715735040,2
43,714862592,2
43,714735616,2
43,713609216,2
43,713359360,2
43,713256960,2
42,715231232,2
42,712998912,2
41,715612160,2
41,714862592,2
41,714862592,2
41,714731520,2
41,714600448,2
41,713510912,2
41,713256960,2
40,713162752,2
40,716730368,2
40,716857344,2
40,716115968,2
40,715112448,2
40,714600448,2
40,713396224,2
39,713289728,2
39,716115968,2
39,715362304,2
39,715112448,2
39,714727424,2
39,714600448,2
39,714354688,2
39,714096640,2
39,713854976,2
39,713863168,2
39,713396224,2
38,715235328,2
38,713764864,2
38,716730368,2
38,716369920,2
38,715612160,2
38,715100160,2
38,714981376,2
38,714469376,2
38,714215424,2
38,713396224,2
38,713015296,2
37,713162752,2
37,715976704,2
37,715231232,2
37,715603968,2
37,715489280,2
37,715112448,2
37,714989568,2
37,713863168,2
37,713510912,2
37,713510912,2
37,713256960,2
36,714727424,2
36,716242944,2
36,715988992,2
36,715616256,2
36,714862592,2
36,714862592,2
36,714854400,2
36,713359360,2
36,712892416,2
35,714956800,2
35,715489280,2
35,714727424,2
35,714448896,2
35,713854976,2
35,713863168,2
35,713523200,2
34,714985472,2
34,714854400,2
34,714342400,2
34,714190848,2
34,714608640,2
34,713990144,2
34,713359360,2
33,713637888,2
33,713764864,2
33,716103680,2
33,714571776,2
33,714346496,2
33,713478144,2
33,713383936,2
33,713269248,2
32,714981376,2
32,714727424,2
31,713568256,2
31,712630272,2
31,712380416,2
31,715599872,2
31,714727424,2
31,714469376,2
31,714342400,2
31,713359360,2
31,713256960,2
30,712245248,2
30,712253440,2
30,715735040,2
30,715612160,2
30,715485184,2
30,715489280,2
30,714735616,2
30,714350592,2
30,713728000,2
30,713728000,2
29,714600448,2
29,713162752,2
29,713891840,2
29,712495104,2
29,715231232,2
29,714342400,2
29,713510912,2
28,713543680,2
28,716361728,2
28,715358208,2
28,715235328,2
28,715235328,2
28,714223616,2
28,713990144,2
27,713441280,2
27,713162752,2
27,715362304,2
27,713510912,2
26,712253440,2
26,714985472,2
26,714481664,2
25,714076160,2
25,714076160,2
25,712376320,2
25,714219520,2
25,713371648,2
25,712994816,2
24,714854400,2
24,713162752,2
24,713416704,2
24,716230656,2
24,714604544,2
24,713256960,2
22,715108352,2
22,714076160,2
22,713822208,2
21,715235328,2
20,713289728,2
19,714596352,2
19,713949184,2
19,713891840,2
18,713560064,2
18,713158656,2
199,713375744,1
191,715489280,1
182,712630272,1
181,713416704,1
178,714473472,1
176,713375744,1
175,714735616,1
173,713510912,1
171,712622080,1
165,715988992,1
155,714727424,1
149,713117696,1
115,715583488,1
108,715362304,1
104,715739136,1
87,713637888,1
76,715366400,1
72,714018816,1
69,715358208,1
68,713383936,1
63,715489280,1
61,714346496,1
60,716238848,1
60,715612160,1
59,715210752,1
59,715374592,1
55,712495104,1
55,716357632,1
55,714113024,1
53,714473472,1
48,715612160,1
46,715108352,1
45,716730368,1
42,714600448,1
39,712630272,1
39,715366400,1
39,714350592,1
38,713510912,1
37,714076160,1
37,713396224,1
36,713900032,1
36,715489280,1
35,714989568,1
35,714727424,1
34,712892416,1
33,713510912,1
29,713478144,1
29,713523200,1
28,713416704,1
27,714596352,1
27,712380416,1
27,716206080,1
27,715231232,1
27,715481088,1
25,716476416,1
24,712376320,1
22,714981376,1
22,713314304,1
19,714981376,1
