#,Total Threads,Physical Memory Wired,Physical Memory Active,Physical Memory Inactive,Physical Memory Used,Physical Memory Free,VM Size,Page Ins,Page Outs,Swap Used,Net Packets In,Net Bytes In,Net Packets Out,Net Bytes Out,Net Packets In Per Second,Net Packets Out Per Second,Net Bytes In Per Second,Net Bytes Out Per Second,Disk Read Ops,Disk Bytes Read,Disk Write Ops,Disk Bytes Written,Disk Read Ops Per Second,Disk Write Ops Per Second,Disk Bytes Read Per Second,Disk Bytes Written Per Second,% Total Load,% User Load,% System Load,% Nice Load
0,345,100671488,98471936,64405504,263548928,57352192,29696737280,370655232,8462336,0,281125,654988657,138381,597801915,<null>,<null>,<null>,<null>,156154,1995931648,79477,17925910528,<null>,<null>,<null>,<null>,44.80015945,44.80015945,0,0
1,348,97173504,102244352,63434752,262852608,53313536,29797257216,370655232,8462336,0,281140,655042447,138391,597855309,11,7,42053,41744,156154,1995931648,79480,17928376320,0,2,0,1927794,66.39199448,66.39199448,0,0
2,349,88760320,110010368,64188416,262959104,53587968,29797015552,370688000,8462336,0,281156,655096650,138401,597909144,15,9,51860,51508,156154,1995931648,79537,17938825216,0,54,0,9997316,38.33791161,38.33791161,0,0
3,350,97869824,102305792,65040384,265216000,51503104,29794156544,370688000,8462336,0,281181,655160941,138411,597963818,23,9,61052,51920,156154,1995931648,79545,17946222592,0,7,0,7024794,53.33333397,53.33333397,0,0
4,351,93327360,106848256,65052672,265228288,51744768,29798633472,370688000,8462336,0,281195,655215066,138421,598017575,13,9,50526,50183,156154,1995931648,79545,17946222592,0,0,0,0,35.98130798,35.98130798,0,0
5,353,93077504,106848256,65052672,264978432,51855360,29799604224,370688000,8462336,0,281213,655269342,138431,598071317,17,9,51594,51086,156154,1995931648,79556,17946308608,0,10,0,81765,35.56603718,35.56603718,0,0
6,353,92127232,106909696,65052672,264089600,53137408,29797765120,370688000,8462336,0,281230,655323583,138441,598125074,16,9,51750,51288,156154,1995931648,79556,17946308608,0,0,0,0,43.99267387,43.99267387,0,0
7,353,91287552,107065344,65056768,263409664,52867072,29797765120,370688000,8462336,0,281250,655378399,138451,598178816,19,9,52305,51281,156154,1995931648,79556,17946308608,0,0,0,0,29.04761887,29.04761887,0,0
8,349,90832896,107065344,65056768,262955008,53719040,29794828288,370688000,8462336,0,281269,655432841,138461,598232558,18,9,52089,51420,156154,1995931648,79556,17946308608,0,0,0,0,21.0714283,21.0714283,0,0
9,335,88739840,107802624,65060864,261603328,53592064,29787373568,370688000,8462336,0,281287,655487505,138471,598286300,17,9,52406,51522,156154,1995931648,79556,17946308608,0,0,0,0,12.38095188,12.38095188,0,0
10,327,88739840,107802624,65064960,261607424,53321728,29783113728,370688000,8462336,0,281304,655542134,138481,598340042,16,9,52407,51556,156154,1995931648,79556,17946308608,0,0,0,0,12.01923037,12.01923037,0,0
11,328,88743936,107802624,65064960,261611520,53575680,29783646208,370688000,8462336,0,281316,655596026,138491,598393782,11,9,51741,51595,156154,1995931648,79557,17946320896,0,0,0,11797,13.46153879,13.46153879,0,0
12,321,88739840,107802624,65064960,261607424,53903360,29779918848,370688000,8462336,0,281331,655650105,138501,598447529,14,9,51814,51496,156154,1995931648,79557,17946320896,0,0,0,0,9.615384579,9.615384579,0,0
13,318,93495296,106852352,65069056,265416704,51740672,29781479424,370688000,8462336,0,281348,655704361,138511,598501269,16,9,51852,51359,156154,1995931648,79557,17946320896,0,0,0,0,47.61904716,47.61904716,0,0
14,317,92061696,106913792,65069056,264044544,53587968,29778513920,370688000,8462336,0,281359,655758163,138521,598555011,10,9,51074,51017,156154,1995931648,79557,17946320896,0,0,0,0,34.09703541,34.09703541,0,0
15,319,92917760,106950656,65081344,264949760,51363840,29783359488,370688000,8462336,0,281369,655811905,138531,598608753,9,9,51388,51388,156154,1995931648,79557,17946320896,0,0,0,0,28.68131828,28.68131828,0,0
16,326,101974016,107180032,65249280,274403328,39464960,29861724160,370688000,8462336,0,281389,655869935,138539,598663571,18,7,54805,51772,156154,1995931648,79560,17948786688,0,2,0,2328780,58.0729866,58.0729866,0,0
17,326,89001984,110563328,65900544,265465856,33595392,29891411968,370688000,8462336,0,281415,655938994,138549,598718389,24,9,65779,52214,156154,1995931648,79590,17951567872,0,28,0,2649097,42.55952454,42.55952454,0,0
18,326,93589504,109748224,66183168,269520896,32550912,29896978432,370688000,8462336,0,281428,655993029,138559,598772148,12,9,51321,51059,156154,1995931648,79595,17956511744,0,4,0,4695610,31.8104229,31.8104229,0,0
19,333,90001408,110166016,66240512,266407936,32067584,29901287424,370688000,8462336,0,281500,656057813,138625,598836019,69,63,62177,61301,156158,1995960320,79595,17956511744,3,0,27518,0,11.94597054,11.94597054,0,0
20,330,92168192,109555712,66269184,267993088,37470208,29888016384,370688000,8462336,0,281528,656114383,138648,598891436,26,22,54267,53161,156158,1995960320,79595,17956511744,0,0,0,0,27.59521961,27.59521961,0,0
21,330,108924928,108851200,66568192,284344320,26304512,29909770240,370688000,8462336,0,281546,656174321,138658,598945940,17,9,57546,52328,156158,1995960320,79598,17958977536,0,2,0,2367388,48.78205109,48.78205109,0,0
22,329,89088000,110874624,67072000,267034624,23625728,29911670784,370688000,8462336,0,281564,656231554,138668,599000494,17,9,54894,52324,156158,1995960320,79604,17963909120,0,5,0,4730051,30.88592243,30.88592243,0,0
23,332,90771456,110399488,67076096,268247040,24879104,29913153536,370688000,8462336,0,281580,656286047,138678,599054251,15,9,51917,51216,156158,1995960320,79607,17966374912,0,2,0,2349243,20.33377886,20.33377886,0,0
24,331,93958144,109813760,67080192,270852096,26558464,29905543168,370688000,8462336,0,281598,656340394,138688,599108008,17,9,52188,51622,156158,1995960320,79607,17966374912,0,0,0,0,23.71794987,23.71794987,0,0
25,328,110727168,108900352,67608576,287236096,17444864,29921153024,370688000,8462336,0,281619,656403454,138698,599162578,19,9,60055,51970,156158,1995960320,79610,17968840704,0,2,0,2348312,43.38228798,43.38228798,0,0
26,329,89124864,110874624,67608576,267608064,19726336,29919391744,370688000,8462336,0,281634,656457639,138708,599216335,14,9,51539,51132,156158,1995960320,79610,17968840704,0,0,0,0,14.28571367,14.28571367,0,0
27,328,89128960,110874624,67624960,267628544,17285120,29921456128,370688000,8462336,0,281650,656512830,138718,599270676,15,9,52929,52113,156158,1995960320,79614,17973772288,0,3,0,4729475,30.76923084,30.76923084,0,0
28,323,90083328,110399488,67624960,268107776,19615744,29917241344,370688000,8462336,0,281666,656567011,138728,599324433,15,9,52006,51599,156158,1995960320,79616,17976238080,0,1,0,2366843,9.088828087,9.088828087,0,0
29,322,92581888,109813760,67624960,270020608,22016000,29911023616,370688000,8462336,0,281680,656621068,138738,599378186,13,9,51889,51597,156158,1995960320,79616,17976238080,0,0,0,0,25.48076916,25.48076916,0,0
30,322,92553216,109826048,67629056,270008320,25174016,29905571840,370688000,8462336,0,281695,656675624,138748,599432451,14,9,52388,52109,156158,1995960320,79616,17976238080,0,0,0,0,11.53846145,11.53846145,0,0
31,321,91750400,109940736,67633152,269324288,24621056,29906300928,370688000,8462336,0,281714,656738436,138756,599486475,18,7,59925,51541,156158,1995960320,79659,17984106496,0,41,0,7506841,36.19047642,36.19047642,0,0
32,315,88809472,110804992,67633152,267247616,29388800,29894565888,370688000,8462336,0,281727,656792405,138766,599540232,12,9,51789,51585,156158,1995960320,79659,17984106496,0,0,0,0,9.093407154,9.093407154,0,0
33,314,100245504,108818432,67641344,276705280,19730432,29911269376,370688000,8462336,0,281744,656848637,138776,599595100,16,9,53920,52612,156158,1995960320,79659,17984106496,0,0,0,0,40.38461494,40.38461494,0,0
34,315,99074048,108048384,67641344,274763776,21979136,29911019520,370688000,8462336,0,281756,656902531,138786,599649370,11,9,51510,51869,156158,1995960320,79665,17989038080,0,5,0,4713481,29.52380943,29.52380943,0,0
35,313,90509312,109002752,67649536,267161600,24903680,29905031168,370688000,8462336,0,281772,656957241,138796,599703721,15,9,52505,52160,156158,1995960320,79696,17994260480,0,29,0,5011967,25.38003635,25.38003635,0,0
36,312,92336128,108986368,67649536,268972032,26681344,29899771904,370688000,8462336,0,281786,657011270,138806,599757478,13,9,51890,51629,156158,1995960320,79696,17994260480,0,0,0,0,18.00527954,18.00527954,0,0
37,312,91484160,109133824,67653632,268271616,28950528,29895323648,370688000,8462336,0,281803,657065906,138816,599811719,16,9,52334,51956,156158,1995960320,79696,17994260480,0,0,0,0,19.89218235,19.89218235,0,0
38,312,106188800,108007424,67653632,281849856,22544384,29908713472,370688000,8462336,0,281826,657127616,138826,599865857,21,9,58751,51542,156158,1995960320,79698,17996726272,0,1,0,2347573,39.04761887,39.04761887,0,0
39,312,88858624,109805568,67862528,266526720,19742720,29911310336,370688000,8462336,0,281840,657181999,138836,599920208,13,9,52225,52194,156158,1995960320,79703,18001657856,0,4,0,4735892,23.637043,23.637043,0,0
40,313,92454912,108900352,67862528,269217792,23912448,29905723392,370688000,8462336,0,281859,657236672,138846,599973965,18,9,52300,51424,156158,1995960320,79706,18004123648,0,2,0,2358810,22.85714245,22.85714245,0,0
41,312,91594752,108826624,67862528,268283904,27643904,29898178560,370688000,8462336,0,281873,657290779,138856,600027722,13,9,51876,51540,156158,1995960320,79706,18004123648,0,0,0,0,17.30769253,17.30769253,0,0
42,320,90648576,108761088,68059136,267468800,26759168,29902913536,370720768,8462336,0,281895,657353944,138866,600082320,21,9,60650,52424,156158,1995960320,79729,18011688960,0,22,0,7264197,49.51922989,49.51922989,0,0
43,345,100442112,107929600,68071424,276443136,20279296,29924458496,370720768,8462336,0,281934,657440944,138876,600137500,36,9,80752,51217,156158,1995960320,79752,18011897856,0,21,0,193894,29.76375961,29.76375961,0,0
44,345,110145536,107450368,67956736,285552640,11976704,29947580416,370724864,8462336,0,281949,657495099,138886,600191259,13,9,50060,49694,156158,1995960320,79757,18014494720,0,4,0,2400531,37.5,37.5,0,0
45,345,88207360,109211648,67981312,265400320,9359360,29951561728,370724864,8462336,0,281966,657549662,138896,600245610,16,9,52304,52101,156158,1995960320,79762,18019426304,0,4,0,4727452,22.91208744,22.91208744,0,0
46,345,91795456,108306432,67981312,268083200,18595840,29933477888,370724864,8462336,0,281986,657604233,138906,600299367,19,9,51947,51172,156158,1995960320,79765,18021892096,0,2,0,2347257,27.0709796,27.0709796,0,0
47,345,90923008,108232704,67981312,267137024,22093824,29927739392,370724864,8462336,0,282004,657658662,138916,600353124,17,9,52097,51454,156158,1995960320,79765,18021892096,0,0,0,0,16.34615421,16.34615421,0,0
48,345,99848192,107286528,68030464,275165184,20865024,29926727680,370724864,8462336,0,282038,657736074,138926,600408157,32,9,74285,52810,156158,1995960320,79765,18021892096,0,0,0,0,33.80952358,33.80952358,0,0
49,345,104382464,107532288,68153344,280068096,15474688,29939929088,370806784,8462336,0,282055,657790646,138936,600461901,16,9,52273,51480,156167,1996140544,79768,18024357888,8,2,172633,2361942,27.40384579,27.40384579,0,0
50,344,88412160,109293568,68177920,265883648,22196224,29925793792,370806784,8462336,0,282070,657844876,138944,600515561,14,7,52022,51475,156173,1996165120,79770,18024415232,5,1,23575,55009,10.03205109,10.03205109,0,0
51,345,88412160,109293568,68177920,265883648,20529152,29927911424,370806784,8462336,0,282086,657899384,138955,600569977,15,10,52307,52219,156173,1996165120,79798,18027155456,0,26,0,2629594,18.26923084,18.26923084,0,0
52,341,92123136,108388352,68177920,268689408,22372352,29922074624,370806784,8462336,0,282098,657953261,138965,600623734,11,9,51276,51162,156173,1996165120,79802,18032087040,0,3,0,4693532,24.4368124,24.4368124,0,0
53,316,91172864,108306432,68182016,267661312,27435008,29901819904,370806784,8462336,0,282111,658007230,138975,600677491,12,9,51637,51435,156173,1996165120,79802,18032087040,0,0,0,0,18.15476227,18.15476227,0,0
54,315,90722304,108621824,68177920,267522048,32063488,29892268032,370806784,8462336,0,282123,658061124,138985,600731233,11,9,51725,51579,156173,1996165120,79802,18032087040,0,0,0,0,10.05036688,10.05036688,0,0
55,316,91242496,108376064,68182016,267800576,31903744,29892657152,370806784,8462336,0,282142,658124922,138995,600785956,18,9,61042,52359,156173,1996165120,79811,18039484416,0,8,0,7077928,41.08516407,41.08516407,0,0
56,316,88375296,109207552,68182016,265764864,32079872,29890252800,370806784,8462336,0,282155,658178923,139005,600839713,12,9,51833,51599,156173,1996165120,79811,18039484416,0,0,0,0,8.653845787,8.653845787,0,0
57,316,90251264,108175360,68198400,266625024,31870976,29891678208,370806784,8462336,0,282180,658245247,139015,600894500,23,9,63658,52585,156181,1996197888,79816,18044051456,7,4,31451,4383485,36.19047546,36.19047546,0,0
58,320,98529280,107835392,68190208,274554880,25288704,29903892480,370831360,8462336,0,282209,658306708,139023,600950037,27,7,58950,53268,156199,1996443648,79821,18046898176,17,4,235720,2730431,42.30769348,42.30769348,0,0
59,318,106016768,107642880,68194304,281853952,17899520,29919256576,370868224,8462336,0,282222,658360692,139033,601003809,11,8,47673,47485,156200,1996468224,79823,18049363968,0,1,21702,2177528,39.22527504,39.22527504,0,0
60,317,90222592,109449216,68382720,268054528,12144640,29922430976,370876416,8462336,0,282268,658461781,139043,601059625,44,9,96960,53536,156201,1996472320,79862,18052243456,0,37,3928,2761899,34.76941681,34.76941681,0,0
61,319,92995584,109568000,68399104,270962688,14434304,29926928384,370876416,8462336,0,282281,658515791,139053,601113391,12,9,51225,50993,156201,1996472320,79867,18057175040,0,4,0,4677320,29.38903904,29.38903904,0,0
62,323,88596480,110374912,68399104,267370496,14950400,29927170048,370876416,8462336,0,282296,658569912,139063,601167148,14,9,51805,51457,156201,1996472320,79867,18057175040,0,0,0,0,14.3498168,14.3498168,0,0
63,322,94236672,109457408,68407296,272101376,16814080,29921988608,370876416,8462336,0,282322,658625182,139073,601220890,24,9,53024,51558,156201,1996472320,79867,18057175040,0,0,0,0,18.64011002,18.64011002,0,0
64,322,91500544,109268992,68448256,269217792,22310912,29912018944,370876416,8462336,0,282338,658679412,139083,601274632,15,9,51584,51120,156201,1996472320,79867,18057175040,0,0,0,0,21.48947763,21.48947763,0,0
65,321,103911424,107409408,68546560,279867392,19005440,29917970432,370909184,8462336,0,282362,658736162,139093,601329005,23,9,54439,52159,156208,1996750848,79870,18059644928,6,2,267188,2369335,48.07692337,48.07692337,0,0
66,321,90226688,108716032,68657152,267599872,19501056,29915852800,370909184,8462336,0,282398,658818872,139103,601384169,34,9,79399,52956,156208,1996750848,79873,18062114816,0,2,0,2371041,22.24141216,22.24141216,0,0
67,320,93184000,108748800,68698112,270630912,17182720,29921382400,370929664,8462336,0,282429,658882846,139113,601440401,29,9,60837,53474,156218,1996890112,79899,18067288064,9,24,132435,4919575,47.16981125,47.16981125,0,0
68,320,94883840,108404736,68710400,271998976,16728064,29921050624,370929664,8462336,0,282442,658936928,139121,601494055,12,7,51882,51471,156218,1996890112,79899,18067288064,0,0,0,0,29.32692242,29.32692242,0,0
69,316,92155904,108392448,68808704,269357056,19275776,29910724608,370933760,8462336,0,282467,659002171,139131,601548714,23,9,61968,51916,156221,1996947456,79901,18067361792,2,1,54466,70028,22.8571434,22.8571434,0,0
70,317,91611136,108580864,68902912,269094912,21667840,29907148800,370933760,8462336,0,282481,659056277,139141,601602484,13,9,50894,50578,156231,1997021184,79910,18074771456,9,8,69351,6969819,30.84112072,30.84112072,0,0
71,315,98484224,107933696,68874240,275292160,20926464,29906837504,370933760,8462336,0,282495,659114851,139149,601656901,13,7,56232,52242,156231,1997021184,79910,18074771456,0,0,0,0,33.17307663,33.17307663,0,0
72,315,111734784,107696128,67006464,286437376,10784768,29934096384,370933760,8462336,0,282507,659168745,139159,601710643,11,9,51718,51572,156231,1997021184,79917,18077503488,0,6,0,2621768,32.38095188,32.38095188,0,0
73,315,89952256,109076480,67006464,266035200,10604544,29935046656,370933760,8462336,0,282537,659246131,139169,601766194,28,9,74216,53275,156231,1997021184,79920,18079973376,0,2,0,2368726,21.27053833,21.27053833,0,0
74,315,92766208,108748800,64954368,266469376,9859072,29942484992,370933760,8462336,0,282551,659300533,139179,601819953,13,9,52092,51476,156234,1997033472,79925,18084913152,2,4,11766,4730073,43.10897446,43.10897446,0,0
75,315,94642176,108675072,64958464,268275712,14360576,29933531136,370933760,8462336,0,282565,659354639,139189,601873723,13,9,51768,51447,156234,1997033472,79925,18084913152,0,0,0,0,22.52289343,22.52289343,0,0
76,315,91267072,108437504,64958464,264663040,20910080,29919367168,370933760,8462336,0,282577,659408565,139199,601927465,11,9,51159,50984,156234,1997033472,79925,18084913152,0,0,0,0,20.81761026,20.81761026,0,0
77,312,109191168,107094016,65105920,281391104,12267520,29933174784,371040256,8462336,0,282627,659507741,139209,601983158,47,9,94475,53053,156243,1997209600,79927,18087383040,8,1,167780,2352823,59.82600594,59.82600594,0,0
78,312,87601152,109412352,65122304,262135808,12529664,29935906816,371040256,8462336,0,282643,659562003,139219,602036932,15,9,51785,51319,156243,1997209600,79927,18087383040,0,0,0,0,11.90476227,11.90476227,0,0
79,310,87580672,109412352,65167360,262160384,15761408,29925933056,371040256,8462336,0,282659,659617556,139229,602091272,15,9,53316,52152,156254,1997254656,79934,18092392448,10,6,43242,4807779,32.69230747,32.69230747,0,0
80,311,91488256,108417024,65175552,265080832,19841024,29919961088,371040256,8462336,0,282674,659671768,139239,602145042,14,9,51919,51496,156254,1997254656,79937,18094862336,0,2,0,2365451,18.57142878,18.57142878,0,0
81,318,90554368,108335104,65179648,264069120,23367680,29917327360,371040256,8462336,0,282690,659725979,139249,602198797,15,9,51751,51316,156254,1997254656,79937,18094862336,0,0,0,0,26.7582407,26.7582407,0,0
82,319,90775552,107421696,65089536,263286784,25346048,29535272960,371040256,8462336,0,282712,659792162,139259,602253588,21,9,63490,52562,156254,1997254656,79944,18099916800,0,6,0,4848843,39.42307854,39.42307854,0,0
83,319,97402880,107102208,65216512,269721600,23699456,29536628736,371040256,8462336,0,282732,659850125,139269,602307445,19,9,55078,51177,156264,1997332480,79947,18102386688,9,2,73951,2346988,36.34157467,36.34157467,0,0
84,320,113762304,106954752,65249280,285966336,17260544,29551181824,371290112,8462336,0,282747,659903624,139279,602360548,13,9,49801,49432,156269,1997656064,79950,18104856576,4,2,301220,2299189,38.70200539,38.70200539,0,0
85,320,87617536,110518272,65253376,263389184,16064512,29552222208,371290112,8462336,0,282767,659957429,139289,602414191,19,9,51529,51374,156269,1997656064,79950,18104856576,0,0,0,0,9.134615421,9.134615421,0,0
86,327,90959872,109629440,65261568,265850880,14950400,29558611968,371290112,8462336,0,282844,660024828,139355,602477644,70,60,62055,58422,156273,1997672448,79959,18112266240,3,8,15085,6822248,42.37597656,42.37597656,0,0
87,327,90656768,109355008,65282048,265293824,19169280,29550743552,371290112,8462336,0,282862,660079080,139365,602530751,17,9,51760,50667,156273,1997672448,79959,18112266240,0,0,0,0,31.42857075,31.42857075,0,0
88,327,97955840,108797952,65282048,272035840,13058048,29558173696,371290112,8462336,0,282898,660140775,139390,602586435,34,23,59188,53421,156273,1997672448,79993,18112688128,0,32,0,404749,32.69230747,32.69230747,0,0
89,327,114290688,108437504,64053248,286781440,10092544,29562314752,371470336,8462336,0,282912,660194173,139400,602639529,13,9,51156,50865,156279,1997938688,80010,18115321856,5,16,255064,2523179,36.81776524,36.81776524,0,0
90,319,87011328,113106944,64065536,264183808,15597568,29553762304,371470336,8462336,0,282924,660247402,139410,602692638,11,9,51074,50959,156279,1997938688,80010,18115321856,0,0,0,0,9.093407154,9.093407154,0,0
91,319,88858624,112111616,64065536,265035776,15241216,29554630656,371470336,8462336,0,282936,660300597,139420,602746781,11,9,51053,51963,156279,1997938688,80013,18117791744,0,2,0,2370454,18.75,18.75,0,0
92,317,90726400,112164864,64073728,266964992,14090240,29554450432,371470336,8462336,0,282962,660364153,139430,602800937,24,9,61019,51995,156279,1997938688,80016,18120261632,0,2,0,2371333,33.99267292,33.99267292,0,0
93,310,89239552,112332800,64094208,265666560,17682432,29544648704,371470336,8462336,0,282974,660417399,139440,602854031,11,9,50088,49945,156279,1997938688,80019,18122731520,0,2,0,2323439,30.98659801,30.98659801,0,0
94,309,86999040,112992256,64094208,264085504,17817600,29544116224,371470336,8462336,0,282990,660471219,139450,602907125,15,9,51634,50937,156279,1997938688,80019,18122731520,0,0,0,0,8.173077106,8.173077106,0,0
95,309,90247168,111874048,64094208,266215424,15327232,29546635264,371470336,8462336,0,283016,660537681,139460,602961119,24,9,63730,51774,156279,1997938688,80045,18125443072,0,24,0,2600108,33.42490864,33.42490864,0,0
96,310,97091584,111407104,64114688,272613376,19550208,29540065280,371470336,8462336,0,283038,660594025,139470,603015372,21,9,53814,51817,156288,1998012416,80053,18132852736,8,7,70418,7077062,46.90018463,46.90018463,0,0
97,309,98516992,111210496,64126976,273854464,12173312,29555658752,371470336,8462336,0,283055,660647618,139480,603068481,15,9,50386,49931,156288,1998012416,80053,18132852736,0,0,0,0,25.47169876,25.47169876,0,0
98,310,87052288,113119232,64151552,264323072,9555968,29558800384,371470336,8462336,0,283086,660725644,139490,603122886,29,9,74939,52253,156288,1998012416,80055,18135302144,0,1,0,2352528,15.79670286,15.79670286,0,0
99,306,91217920,112246784,64167936,267632640,13418496,29550546944,371470336,8462336,0,283099,660779075,139500,603175982,12,9,51106,50785,156298,1998053376,80062,18140262400,9,6,39177,4744431,43.33333397,43.33333397,0,0
100,313,89976832,111960064,64188416,266125312,24449024,29532663808,371470336,8462336,0,283112,660832420,139510,603229083,12,9,51223,50989,156299,1998057472,80062,18140262400,0,0,3933,0,34.1346159,34.1346159,0,0
101,337,105365504,110788608,64200704,280354816,18419712,29554761728,371470336,8462336,0,283132,660887861,139520,603282800,19,9,53206,51552,156299,1998057472,80065,18142732288,0,2,0,2370352,46.15384674,46.15384674,0,0
102,337,86986752,113111040,64200704,264298496,20299776,29552705536,371470336,8462336,0,283145,660941245,139530,603335894,12,9,51082,50805,156299,1998057472,80065,18142732288,0,0,0,0,9.093407154,9.093407154,0,0
103,337,86986752,113111040,64299008,264396800,17436672,29555458048,371470336,8462336,0,283189,661027633,139540,603390493,42,9,82861,52370,156299,1998057472,80071,18149769216,0,5,0,6749675,38.46153831,38.46153831,0,0
104,338,93491200,111943680,64311296,269746176,16691200,29560123392,371470336,8462336,0,283209,661081736,139550,603443589,19,9,51904,50938,156299,1998057472,80072,18150141952,0,0,0,357592,35.3571434,35.3571434,0,0
105,338,89456640,112332800,64327680,266117120,22245376,29549232128,371470336,8462336,0,283223,661135128,139560,603496677,13,9,51059,50769,156299,1998057472,80072,18150141952,0,0,0,0,12.01923037,12.01923037,0,0
106,338,88592384,112152576,64331776,265076736,22126592,29549047808,371470336,8462336,0,283249,661200382,139570,603550671,24,9,62580,51781,156299,1998057472,80080,18157551616,0,7,0,7106029,39.52380943,39.52380943,0,0
107,338,96845824,111419392,64331776,272596992,20111360,29549674496,371470336,8462336,0,283262,661254674,139580,603604330,12,9,51272,50674,156309,1998135296,80082,18157608960,9,1,73495,54154,28.5714283,28.5714283,0,0
108,337,96886784,107544576,64331776,268763136,23523328,29550632960,371470336,8462336,0,283276,661308234,139590,603657431,12,9,49192,48770,156309,1998135296,80085,18160078848,0,2,0,2268468,31.36363506,31.36363506,0,0
109,323,88752128,108105728,64339968,261197824,23023616,29544042496,371470336,8462336,0,283287,661361428,139598,603711481,10,7,51049,51871,156309,1998135296,80088,18162548736,0,2,0,2370326,20.31833458,20.31833458,0,0
110,308,88584192,108187648,64339968,261111808,20717568,29538525184,371470336,8462336,0,283300,661415927,139606,603765063,12,7,52294,51414,156309,1998135296,80091,18165018624,0,2,0,2369997,22.45421219,22.45421219,0,0
111,308,90042368,107855872,64344064,262242304,25759744,29530775552,371470336,8462336,0,283319,661471126,139616,603818223,18,9,52765,50816,156309,1998135296,80094,18167488512,0,2,0,2361009,34.49175835,34.49175835,0,0
112,309,97112064,107307008,64344064,268763136,19857408,29538766848,371470336,8462336,0,283335,661525891,139626,603871882,15,9,52579,51517,156309,1998135296,80094,18167488512,0,0,0,0,30.76922989,30.76922989,0,0
113,309,98754560,107020288,64344064,270118912,26505216,29529600000,371470336,8462336,0,283346,661579070,139634,603924849,10,7,50985,50782,156309,1998135296,80097,18169958400,0,2,0,2368018,21.98717976,21.98717976,0,0
114,308,87031808,109006848,64344064,260382720,24100864,29531725824,371470336,8462336,0,283366,661643052,139644,603978939,19,9,61427,51930,156309,1998135296,80103,18174898176,0,5,0,4742561,34.00183201,34.00183201,0,0
115,308,90279936,108122112,64356352,262758400,23310336,29535358976,371470336,8462336,0,283380,661696668,139654,604032033,13,9,51433,50932,156312,1998147584,80106,18177368064,2,2,11787,2369358,22.59615421,22.59615421,0,0
116,308,89944064,107905024,64360448,262209536,30900224,29520019456,371470336,8462336,0,283397,661750735,139664,604085134,16,9,51893,50966,156312,1998147584,80106,18177368064,0,0,0,0,30.76923084,30.76923084,0,0
117,307,89018368,107900928,64368640,261287936,27992064,29523369984,371470336,8462336,0,283418,661818389,139674,604139325,20,9,64811,51913,156314,1998155776,80110,18179252224,1,3,7847,1804991,28.84615326,28.84615326,0,0
118,311,90873856,108113920,64385024,263372800,27938816,29528547328,371470336,8462336,0,283434,661873436,139684,604193017,15,9,52833,51532,156321,1998200832,80154,18182901760,6,42,43243,3502759,30.95238113,30.95238113,0,0
119,312,86765568,108965888,64389120,260120576,28057600,29529079808,371470336,8462336,0,283449,661926907,139694,604246124,14,9,51326,50977,156321,1998200832,80154,18182901760,0,0,0,0,9.075091362,9.075091362,0,0
120,318,104509440,106876928,64393216,275779584,16146432,29549035520,371470336,8462336,0,283468,661981648,139704,604299768,18,9,52431,51380,156322,1998204928,80154,18182901760,0,0,3923,0,39.90384674,39.90384674,0,0
121,319,92815360,108138496,64393216,265347072,20996096,29545377792,371470336,8462336,0,283484,662035158,139714,604352854,15,9,51056,50652,156322,1998204928,80154,18182901760,0,0,0,0,17.71978045,17.71978045,0,0
122,318,86872064,109031424,64393216,260296704,21123072,29544845312,371470336,8462336,0,283499,662088569,139724,604405933,14,9,51235,50917,156322,1998204928,80154,18182901760,0,0,0,0,7.651099205,7.651099205,0,0
123,318,91856896,107950080,64393216,264200192,23830528,29539115008,371470336,8462336,0,283513,662141948,139734,604459008,13,9,51188,50897,156322,1998204928,80154,18182901760,0,0,0,0,27.40384579,27.40384579,0,0
124,318,104693760,106876928,64397312,275968000,17506304,29546057728,371470336,8462336,0,283529,662196330,139744,604512654,15,9,52193,51487,156322,1998204928,80154,18182901760,0,0,0,0,31.7307682,31.7307682,0,0
125,318,92770304,108179456,64397312,265347072,19832832,29544267776,371474432,8462336,0,283541,662249909,139754,604566334,11,9,51073,51169,156324,1998249984,80154,18182901760,1,0,42948,0,19.64285707,19.64285707,0,0
126,318,88535040,108171264,64479232,261185536,21794816,29542686720,371474432,8462336,0,283558,662303797,139764,604619426,16,9,51286,50528,156324,1998249984,80163,18190311424,0,8,0,7051953,25.08984661,25.08984661,0,0
127,317,90009600,108015616,64479232,262504448,27000832,29532078080,371474432,8462336,0,283570,662357358,139772,604672408,11,7,51266,50712,156324,1998249984,80163,18190311424,0,0,0,0,24.90842533,24.90842533,0,0
128,319,90288128,107905024,64512000,262705152,27291648,29533208576,371474432,8462336,0,283586,662413713,139782,604726138,15,9,54080,51561,156324,1998249984,80163,18190311424,0,0,0,0,12.42674017,12.42674017,0,0
129,313,88367104,108167168,64512000,261046272,27000832,29530013696,371474432,8462336,0,283597,662466882,139792,604779215,10,9,51006,50918,156324,1998249984,80163,18190311424,0,0,0,0,6.7032969,6.7032969,0,0
130,311,88375296,108158976,64512000,261046272,27303936,29528948736,371474432,8462336,0,283610,662520201,139802,604832290,12,9,51188,50953,156324,1998249984,80163,18190311424,0,0,0,0,8.173076868,8.173076868,0,0
