phoneType,iosVersion,embedMod,Mem,Duration,networkType,methodName,Cpu
"iPhone4,1",7.0.2,1,22,830,1,conn_sync,5
"iPhone4,1",7.0.2,1,22,130,1,conn_sync,16
"iPhone4,1",7.0.2,1,22,185,1,conn_sync,20
"iPhone4,1",7.0.2,1,23,288,1,conn_sync,10
"iPhone4,1",7.0.2,1,23,426,1,conn_sync,4
"iPhone4,1",7.0.2,1,23,98,1,conn_sync,27
"iPhone4,1",7.0.2,1,23,78,1,conn_sync,25
"iPhone4,1",7.0.2,1,23,59,1,conn_sync,33
"iPhone4,1",7.0.2,1,23,92,1,conn_sync,22
"iPhone4,1",7.0.2,1,23,62,1,conn_sync,33
"iPhone4,1",7.0.2,1,23,64,1,conn_sync,28
"iPhone4,1",7.0.2,1,23,103,1,conn_sync,20
"iPhone4,1",7.0.2,1,23,65,1,conn_sync,28
"iPhone4,1",7.0.2,1,23,57,1,conn_sync,33
"iPhone4,1",7.0.2,1,23,108,1,conn_sync,18
"iPhone4,1",7.0.2,1,24,547,1,conn_sync,5
"iPhone4,1",7.0.2,1,24,196,1,conn_sync,15
"iPhone4,1",7.0.2,1,24,129,1,conn_sync,23
"iPhone4,1",7.0.2,1,24,167,1,conn_sync,17
"iPhone4,1",7.0.2,1,24,182,1,conn_sync,16
"iPhone4,1",7.0.2,1,24,96,1,conn_sync,20
"iPhone4,1",7.0.2,1,24,462,1,conn_sync,6
"iPhone4,1",7.0.2,1,24,137,1,conn_sync,15
"iPhone4,1",7.0.2,1,24,114,1,conn_sync,16
"iPhone4,1",7.0.2,1,24,141,1,conn_sync,27
"iPhone4,1",7.0.2,1,24,49,1,conn_sync,40
"iPhone4,1",7.0.2,1,25,48,1,conn_sync,50
"iPhone4,1",7.0.2,1,25,55,1,conn_sync,33
"iPhone4,1",7.0.2,1,25,34,1,conn_sync,50
"iPhone4,1",7.0.2,1,25,80,1,conn_sync,25
"iPhone4,1",7.0.2,1,25,125,1,conn_sync,23
"iPhone4,1",7.0.2,1,25,86,1,conn_sync,22
"iPhone4,1",7.0.2,1,25,38,1,conn_sync,50
"iPhone4,1",7.0.2,1,25,73,1,conn_sync,25
"iPhone4,1",7.0.2,1,25,58,1,conn_sync,20
"iPhone4,1",7.0.2,1,25,38,1,conn_sync,50
"iPhone4,1",7.0.2,1,25,73,1,conn_sync,25
"iPhone4,1",7.0.2,1,25,31,1,conn_sync,50
"iPhone4,1",7.0.2,1,26,102,1,conn_sync,22
"iPhone4,1",7.0.2,1,26,174,1,conn_sync,15
"iPhone4,1",7.0.2,1,26,48,1,conn_sync,25
"iPhone4,1",7.0.2,1,26,58,1,conn_sync,33
"iPhone4,1",7.0.2,1,26,30,1,conn_sync,50
"iPhone4,1",7.0.2,1,26,47,1,conn_sync,50
"iPhone4,1",7.0.2,1,26,35,1,conn_sync,50
"iPhone4,1",7.0.2,1,26,70,1,conn_sync,25
"iPhone4,1",7.0.2,1,26,33,1,conn_sync,66
"iPhone4,1",7.0.2,1,26,42,1,conn_sync,40
"iPhone4,1",7.0.2,1,26,176,1,conn_sync,17
"iPhone4,1",7.0.2,1,27,129,1,conn_sync,21
"iPhone4,1",7.0.2,1,27,71,1,conn_sync,28
"iPhone4,1",7.0.2,1,27,67,1,conn_sync,33
